sid;start_time;end_time;value
Dining Room;1048801500;1048802040;Dining RoomI11ON
Dining Room;1048802040;1048887960;Dining RoomI11OFF
Dining Room;1048887960;1048888320;Dining RoomI11ON
Dining Room;1048888320;1049142540;Dining RoomI11OFF
Dining Room;1049142540;1049143380;Dining RoomI11ON
Dining Room;1049143380;1049143860;Dining RoomI11OFF
Dining Room;1049143860;1049144460;Dining RoomI11ON
Dining Room;1049144460;1049405400;Dining RoomI11OFF
Dining Room;1049405400;1049747700;Dining RoomI11ON
Dining Room;1049747700;1049748300;Dining RoomI11OFF
Dining Room;1049748300;1049748600;Dining RoomI11ON
Dining Room;1049748600;1049799600;Dining RoomI11OFF
Dining Room;1049799600;1049805000;Dining RoomI11ON
Dining Room;1049805000;1049920740;Dining RoomI11OFF
Dining Room;1049920740;1049921160;Dining RoomI11ON
Dining Room;1049921160;1049972640;Dining RoomI11OFF
Dining Room;1049972640;1049977260;Dining RoomI11ON
Dining Room;1049977260;1050053880;Dining RoomI11OFF
Dining Room;1050053880;1050065700;Dining RoomI11ON
Dining Room;1050065700;1050094080;Dining RoomI11OFF
Dining Room;1050094080;1050094500;Dining RoomI11ON
Dining Room;1050094500;1050352320;Dining RoomI11OFF
Dining Room;1050352320;1050352800;Dining RoomI11ON
Dining Room;1050352800;1050353340;Dining RoomI11OFF
Dining Room;1050353340;1050353820;Dining RoomI11ON
Dining Room;1050353820;1050404580;Dining RoomI11OFF
Dining Room;1050404580;1050408360;Dining RoomI11ON
Dining Room;1050408360;1050426720;Dining RoomI11OFF
Dining Room;1050426720;1050426960;Dining RoomI11ON
Dining Room;1050426960;1050525180;Dining RoomI11OFF
Dining Room;1050525180;1050525840;Dining RoomI11ON
Dining Room;1050525840;1050579240;Dining RoomI11OFF
Dining Room;1050579240;1050583260;Dining RoomI11ON
Dining Room;1050583260;1051182000;Dining RoomI11OFF
Dining Room;1051182000;1051185660;Dining RoomI11ON
Dining Room;1051185660;1051254660;Dining RoomI11OFF
Dining Room;1051254660;1051254720;Dining RoomI11ON
Dining Room;1051254720;1051302600;Dining RoomI11OFF
Dining Room;1051302600;1051303380;Dining RoomI11ON
Dining Room;1051303380;1051376760;Dining RoomI11OFF
Dining Room;1051376760;1051376820;Dining RoomI11ON
Dining Room;1051376820;1051376820;Dining RoomI11OFF
Dining Room;1046714460;1046714580;Dining RoomI14ON
Dining Room;1046714580;1046714820;Dining RoomI14OFF
Dining Room;1046714820;1046725380;Dining RoomI14ON
Dining Room;1046725380;1046725800;Dining RoomI14OFF
Dining Room;1046725800;1046726460;Dining RoomI14ON
Dining Room;1046726460;1046726640;Dining RoomI14OFF
Dining Room;1046726640;1046726820;Dining RoomI14ON
Dining Room;1046726820;1046728860;Dining RoomI14OFF
Dining Room;1046728860;1046729040;Dining RoomI14ON
Dining Room;1046729040;1046809620;Dining RoomI14OFF
Dining Room;1046809620;1046809860;Dining RoomI14ON
Dining Room;1046809860;1046811660;Dining RoomI14OFF
Dining Room;1046811660;1046811900;Dining RoomI14ON
Dining Room;1046811900;1046812440;Dining RoomI14OFF
Dining Room;1046812440;1046812500;Dining RoomI14ON
Dining Room;1046812500;1046897760;Dining RoomI14OFF
Dining Room;1046897760;1046898000;Dining RoomI14ON
Dining Room;1046898000;1046898300;Dining RoomI14OFF
Dining Room;1046898300;1046898360;Dining RoomI14ON
Dining Room;1046898360;1046956500;Dining RoomI14OFF
Dining Room;1046956500;1046956620;Dining RoomI14ON
Dining Room;1046956620;1046984460;Dining RoomI14OFF
Dining Room;1046984460;1046985000;Dining RoomI14ON
Dining Room;1046985000;1046985180;Dining RoomI14OFF
Dining Room;1046985180;1046985420;Dining RoomI14ON
Dining Room;1046985420;1046986020;Dining RoomI14OFF
Dining Room;1046986020;1046986980;Dining RoomI14ON
Dining Room;1046986980;1047493380;Dining RoomI14OFF
Dining Room;1047493380;1047493560;Dining RoomI14ON
Dining Room;1047493560;1047502860;Dining RoomI14OFF
Dining Room;1047502860;1047503160;Dining RoomI14ON
Dining Room;1047503160;1047503760;Dining RoomI14OFF
Dining Room;1047503760;1047504060;Dining RoomI14ON
Dining Room;1047504060;1047504840;Dining RoomI14OFF
Dining Room;1047504840;1047559440;Dining RoomI14ON
Dining Room;1047559440;1048161660;Dining RoomI14OFF
Dining Room;1048161660;1048166040;Dining RoomI14ON
Dining Room;1048166040;1048183860;Dining RoomI14OFF
Dining Room;1048183860;1048184460;Dining RoomI14ON
Dining Room;1048184460;1048271160;Dining RoomI14OFF
Dining Room;1048271160;1048271220;Dining RoomI14ON
Dining Room;1048271220;1048540140;Dining RoomI14OFF
Dining Room;1048540140;1048540320;Dining RoomI14ON
Dining Room;1048540320;1048540500;Dining RoomI14OFF
Dining Room;1048540500;1048541100;Dining RoomI14ON
Dining Room;1048541100;1048541220;Dining RoomI14OFF
Dining Room;1048541220;1048543080;Dining RoomI14ON
Dining Room;1048543080;1048626360;Dining RoomI14OFF
Dining Room;1048626360;1048626480;Dining RoomI14ON
Dining Room;1048626480;1048712160;Dining RoomI14OFF
Dining Room;1048712160;1048712340;Dining RoomI14ON
Dining Room;1048712340;1048713060;Dining RoomI14OFF
Dining Room;1048713060;1048713180;Dining RoomI14ON
Dining Room;1048713180;1048766820;Dining RoomI14OFF
Dining Room;1048766820;1048800240;Dining RoomI14ON
Dining Room;1048800240;1048885440;Dining RoomI14OFF
Dining Room;1048885440;1048885620;Dining RoomI14ON
Dining Room;1048885620;1048886100;Dining RoomI14OFF
Dining Room;1048886100;1048886700;Dining RoomI14ON
Dining Room;1048886700;1048887960;Dining RoomI14OFF
Dining Room;1048887960;1048888320;Dining RoomI14ON
Dining Room;1048888320;1049133180;Dining RoomI14OFF
Dining Room;1049133180;1049142540;Dining RoomI14ON
Dining Room;1049142540;1049143860;Dining RoomI14OFF
Dining Room;1049143860;1049399700;Dining RoomI14ON
Dining Room;1049399700;1049400720;Dining RoomI14OFF
Dining Room;1049400720;1049401620;Dining RoomI14ON
Dining Room;1049401620;1049486760;Dining RoomI14OFF
Dining Room;1049486760;1049488200;Dining RoomI14ON
Dining Room;1049488200;1049745420;Dining RoomI14OFF
Dining Room;1049745420;1049745660;Dining RoomI14ON
Dining Room;1049745660;1049746320;Dining RoomI14OFF
Dining Room;1049746320;1049748600;Dining RoomI14ON
Dining Room;1049748600;1049832000;Dining RoomI14OFF
Dining Room;1049832000;1049832300;Dining RoomI14ON
Dining Room;1049832300;1049833020;Dining RoomI14OFF
Dining Room;1049833020;1049833200;Dining RoomI14ON
Dining Room;1049833200;1049833320;Dining RoomI14OFF
Dining Room;1049833320;1049833800;Dining RoomI14ON
Dining Room;1049833800;1049918580;Dining RoomI14OFF
Dining Room;1049918580;1049919180;Dining RoomI14ON
Dining Room;1049919180;1049919600;Dining RoomI14OFF
Dining Room;1049919600;1049922120;Dining RoomI14ON
Dining Room;1049922120;1050004800;Dining RoomI14OFF
Dining Room;1050004800;1050005760;Dining RoomI14ON
Dining Room;1050005760;1050090420;Dining RoomI14OFF
Dining Room;1050090420;1050091620;Dining RoomI14ON
Dining Room;1050091620;1050092160;Dining RoomI14OFF
Dining Room;1050092160;1050092760;Dining RoomI14ON
Dining Room;1050092760;1050094080;Dining RoomI14OFF
Dining Room;1050094080;1050351720;Dining RoomI14ON
Dining Room;1050351720;1050353340;Dining RoomI14OFF
Dining Room;1050353340;1050426480;Dining RoomI14ON
Dining Room;1050426480;1050426720;Dining RoomI14OFF
Dining Room;1050426720;1050426900;Dining RoomI14ON
Dining Room;1050426900;1050437640;Dining RoomI14OFF
Dining Room;1050437640;1050438300;Dining RoomI14ON
Dining Room;1050438300;1050439680;Dining RoomI14OFF
Dining Room;1050439680;1050439920;Dining RoomI14ON
Dining Room;1050439920;1050524160;Dining RoomI14OFF
Dining Room;1050524160;1050524280;Dining RoomI14ON
Dining Room;1050524280;1050524700;Dining RoomI14OFF
Dining Room;1050524700;1050524760;Dining RoomI14ON
Dining Room;1050524760;1050525840;Dining RoomI14OFF
Dining Room;1050525840;1050526500;Dining RoomI14ON
Dining Room;1050526500;1051182600;Dining RoomI14OFF
Dining Room;1051182600;1051215840;Dining RoomI14ON
Dining Room;1051215840;1051216980;Dining RoomI14OFF
Dining Room;1051216980;1051301040;Dining RoomI14ON
Dining Room;1051301040;1051301280;Dining RoomI14OFF
Dining Room;1051301280;1051301640;Dining RoomI14ON
Dining Room;1051301640;1051303680;Dining RoomI14OFF
Dining Room;1051303680;1051376580;Dining RoomI14ON
Dining Room;1051376580;1051376760;Dining RoomI14OFF
Dining Room;1051376760;1051376820;Dining RoomI14ON
Dining Room;1046956440;1048770600;Dining RoomI15ON
Dining Room;1048770600;1051215840;Dining RoomI15OFF
Dining Room;1046715060;1046715240;Dining RoomI16ON
Dining Room;1046715240;1046726460;Dining RoomI16OFF
Dining Room;1046726460;1046726700;Dining RoomI16ON
Dining Room;1046726700;1046727600;Dining RoomI16OFF
Dining Room;1046727600;1046727660;Dining RoomI16ON
Dining Room;1046727660;1046811300;Dining RoomI16OFF
Dining Room;1046811300;1046811480;Dining RoomI16ON
Dining Room;1046811480;1046898660;Dining RoomI16OFF
Dining Room;1046898660;1046899080;Dining RoomI16ON
Dining Room;1046899080;1046956440;Dining RoomI16OFF
Dining Room;1046956440;1046956620;Dining RoomI16ON
Dining Room;1046956620;1046985960;Dining RoomI16OFF
Dining Room;1046985960;1046986200;Dining RoomI16ON
Dining Room;1046986200;1047503760;Dining RoomI16OFF
Dining Room;1047503760;1047504120;Dining RoomI16ON
Dining Room;1047504120;1047504720;Dining RoomI16OFF
Dining Room;1047504720;1047559440;Dining RoomI16ON
Dining Room;1047559440;1048161660;Dining RoomI16OFF
Dining Room;1048161660;1048165980;Dining RoomI16ON
Dining Room;1048165980;1048185120;Dining RoomI16OFF
Dining Room;1048185120;1048185420;Dining RoomI16ON
Dining Room;1048185420;1048541760;Dining RoomI16OFF
Dining Room;1048541760;1048542180;Dining RoomI16ON
Dining Room;1048542180;1048627980;Dining RoomI16OFF
Dining Room;1048627980;1048770600;Dining RoomI16ON
Dining Room;1048770600;1048788840;Dining RoomI16OFF
Dining Room;1048788840;1048789020;Dining RoomI16ON
Dining Room;1048789020;1048800780;Dining RoomI16OFF
Dining Room;1048800780;1049371020;Dining RoomI16ON
Dining Room;1049371020;1049405340;Dining RoomI16OFF
Dining Room;1049405340;1049835180;Dining RoomI16ON
Dining Room;1049835180;1049920740;Dining RoomI16OFF
Dining Room;1049920740;1050093540;Dining RoomI16ON
Dining Room;1050093540;1050352320;Dining RoomI16OFF
Dining Room;1050352320;1050352800;Dining RoomI16ON
Dining Room;1050352800;1050438840;Dining RoomI16OFF
Dining Room;1050438840;1050439320;Dining RoomI16ON
Dining Room;1050439320;1050576840;Dining RoomI16OFF
Dining Room;1050576840;1051185540;Dining RoomI16ON
Dining Room;1051185540;1051216020;Dining RoomI16OFF
Dining Room;1051216020;1051216980;Dining RoomI16ON
Dining Room;1051216980;1051302600;Dining RoomI16OFF
Dining Room;1051302600;1051302600;Dining RoomI16ON
Living Room;1046561700;1048517760;Living RoomH11ON
Living Room;1048517760;1048727400;Living RoomH11OFF
Living Room;1048727400;1049030880;Living RoomH11ON
Living Room;1049030880;1050006960;Living RoomH11OFF
Living Room;1050006960;1050027360;Living RoomH11ON
Living Room;1050027360;1050027360;Living RoomH11OFF
Living Room;1046956440;1046956620;Living RoomH12ON
Living Room;1046956620;1047557100;Living RoomH12OFF
Living Room;1047557100;1047559440;Living RoomH12ON
Living Room;1047559440;1048161660;Living RoomH12OFF
Living Room;1048161660;1048165980;Living RoomH12ON
Living Room;1048165980;1048187940;Living RoomH12OFF
Living Room;1048187940;1048743780;Living RoomH12ON
Living Room;1048743780;1048766760;Living RoomH12OFF
Living Room;1048766760;1048770540;Living RoomH12ON
Living Room;1048770540;1048886940;Living RoomH12OFF
Living Room;1048886940;1048887180;Living RoomH12ON
Living Room;1048887180;1049143320;Living RoomH12OFF
Living Room;1049143320;1049143800;Living RoomH12ON
Living Room;1049143800;1049368020;Living RoomH12OFF
Living Room;1049368020;1049370960;Living RoomH12ON
Living Room;1049370960;1049401920;Living RoomH12OFF
Living Room;1049401920;1049402220;Living RoomH12ON
Living Room;1049402220;1049488680;Living RoomH12OFF
Living Room;1049488680;1049489640;Living RoomH12ON
Living Room;1049489640;1049747100;Living RoomH12OFF
Living Room;1049747100;1049834340;Living RoomH12ON
Living Room;1049834340;1049920080;Living RoomH12OFF
Living Room;1049920080;1050583380;Living RoomH12ON
Living Room;1050583380;1051302540;Living RoomH12OFF
Living Room;1051302540;1051302540;Living RoomH12ON
Living Room;1046726460;1046785020;Living RoomH13ON
Living Room;1046785020;1046952060;Living RoomH13OFF
Living Room;1046952060;1046955660;Living RoomH13ON
Living Room;1046955660;1047557100;Living RoomH13OFF
Living Room;1047557100;1047559380;Living RoomH13ON
Living Room;1047559380;1048766460;Living RoomH13OFF
Living Room;1048766460;1048768380;Living RoomH13ON
Living Room;1048768380;1049143320;Living RoomH13OFF
Living Room;1049143320;1049315760;Living RoomH13ON
Living Room;1049315760;1049367780;Living RoomH13OFF
Living Room;1049367780;1049370780;Living RoomH13ON
Living Room;1049370780;1049401920;Living RoomH13OFF
Living Room;1049401920;1049747580;Living RoomH13ON
Living Room;1049747580;1049799540;Living RoomH13OFF
Living Room;1049799540;1049804940;Living RoomH13ON
Living Room;1049804940;1049972580;Living RoomH13OFF
Living Room;1049972580;1049977260;Living RoomH13ON
Living Room;1049977260;1050006540;Living RoomH13OFF
Living Room;1050006540;1050353460;Living RoomH13ON
Living Room;1050353460;1050404520;Living RoomH13OFF
Living Room;1050404520;1051185600;Living RoomH13ON
Living Room;1051185600;1051216920;Living RoomH13OFF
Living Room;1051216920;1051216980;Living RoomH13ON
Living Room;1051216980;1051302540;Living RoomH13OFF
Living Room;1051302540;1051302540;Living RoomH13ON
Living Room;1049892660;1049892660;Living RoomH14ON
Living Room;1046569200;1046818620;Living RoomH9ON
Living Room;1046818620;1046952060;Living RoomH9OFF
Living Room;1046952060;1046955660;Living RoomH9ON
Living Room;1046955660;1046991000;Living RoomH9OFF
Living Room;1046991000;1046991120;Living RoomH9ON
Living Room;1046991120;1047513960;Living RoomH9OFF
Living Room;1047513960;1047514800;Living RoomH9ON
Living Room;1047514800;1047932400;Living RoomH9OFF
Living Room;1047932400;1048768380;Living RoomH9ON
Living Room;1048768380;1048886940;Living RoomH9OFF
Living Room;1048886940;1048887180;Living RoomH9ON
Living Room;1048887180;1049143320;Living RoomH9OFF
Living Room;1049143320;1049315760;Living RoomH9ON
Living Room;1049315760;1049367780;Living RoomH9OFF
Living Room;1049367780;1049402220;Living RoomH9ON
Living Room;1049402220;1049488680;Living RoomH9OFF
Living Room;1049488680;1049489640;Living RoomH9ON
Living Room;1049489640;1051302540;Living RoomH9OFF
Living Room;1051302540;1051303260;Living RoomH9ON
Living Room;1051303260;1051344240;Living RoomH9OFF
Living Room;1051344240;1051350480;Living RoomH9ON
Living Room;1051350480;1051350480;Living RoomH9OFF
Studio A;1046773440;1046818860;Studio AA11ON
Studio A;1046818860;1046991180;Studio AA11OFF
Studio A;1046991180;1046991240;Studio AA11ON
Studio A;1046991240;1047514860;Studio AA11OFF
Studio A;1047514860;1047688620;Studio AA11ON
Studio A;1047688620;1047933000;Studio AA11OFF
Studio A;1047933000;1047933060;Studio AA11ON
Studio A;1047933060;1049883180;Studio AA11OFF
Studio A;1049883180;1050052920;Studio AA11ON
Studio A;1050052920;1051217520;Studio AA11OFF
Studio A;1051217520;1051342260;Studio AA11ON
Studio A;1051342260;1051342500;Studio AA11OFF
Studio A;1051342500;1051342560;Studio AA11ON
Studio A;1051342560;1051342560;Studio AA11OFF
Studio A;1051342620;1051342620;Studio AA12ON
Studio A;1046773440;1046814060;Studio AA14ON
Studio A;1046814060;1046984520;Studio AA14OFF
Studio A;1046984520;1046986800;Studio AA14ON
Studio A;1046986800;1047503160;Studio AA14OFF
Studio A;1047503160;1047505680;Studio AA14ON
Studio A;1047505680;1047659340;Studio AA14OFF
Studio A;1047659340;1047678780;Studio AA14ON
Studio A;1047678780;1048540260;Studio AA14OFF
Studio A;1048540260;1048542240;Studio AA14ON
Studio A;1048542240;1048712160;Studio AA14OFF
Studio A;1048712160;1048714620;Studio AA14ON
Studio A;1048714620;1048799820;Studio AA14OFF
Studio A;1048799820;1048801680;Studio AA14ON
Studio A;1048801680;1049141640;Studio AA14OFF
Studio A;1049141640;1049144580;Studio AA14ON
Studio A;1049144580;1049399520;Studio AA14OFF
Studio A;1049399520;1049402460;Studio AA14ON
Studio A;1049402460;1049486820;Studio AA14OFF
Studio A;1049486820;1049748180;Studio AA14ON
Studio A;1049748180;1050004800;Studio AA14OFF
Studio A;1050004800;1050094080;Studio AA14ON
Studio A;1050094080;1050350760;Studio AA14OFF
Studio A;1050350760;1050353520;Studio AA14ON
Studio A;1050353520;1050436740;Studio AA14OFF
Studio A;1050436740;1050525840;Studio AA14ON
Studio A;1050525840;1051180740;Studio AA14OFF
Studio A;1051180740;1051246740;Studio AA14ON
Studio A;1051246740;1051300680;Studio AA14OFF
Studio A;1051300680;1051303740;Studio AA14ON
Studio A;1051303740;1051303740;Studio AA14OFF
Studio A;1046685540;1046991240;Studio AA15ON
Studio A;1046991240;1047514860;Studio AA15OFF
Studio A;1047514860;1047688620;Studio AA15ON
Studio A;1047688620;1048731000;Studio AA15OFF
Studio A;1048731000;1048743720;Studio AA15ON
Studio A;1048743720;1049411580;Studio AA15OFF
Studio A;1049411580;1049412120;Studio AA15ON
Studio A;1049412120;1049883240;Studio AA15OFF
Studio A;1049883240;1050053160;Studio AA15ON
Studio A;1050053160;1050053820;Studio AA15OFF
Studio A;1050053820;1050053880;Studio AA15ON
Studio A;1050053880;1051342260;Studio AA15OFF
Studio A;1051342260;1051342380;Studio AA15ON
Studio A;1051342380;1051342500;Studio AA15OFF
Studio A;1051342500;1051343100;Studio AA15ON
Studio A;1046685540;1049411580;Studio AA16ON
Studio A;1049411580;1049411580;Studio AA16OFF
Studio B;1050027300;1050027300;Studio BB11OFF
Studio B;1048174200;1050159240;Studio BB12ON
Studio B;1050159240;1050159300;Studio BB12OFF
Studio B;1050159300;1050247680;Studio BB12ON
Studio B;1050247680;1050247680;Studio BB12OFF
Studio B;1050010560;1050010560;Studio BB13ON
Studio B;1046943540;1051137120;Studio BB14ON
Studio B;1051137120;1051260360;Studio BB14OFF
Studio B;1051260360;1051261380;Studio BB14ON
Studio B;1051261380;1051345080;Studio BB14OFF
Studio B;1051345080;1051345080;Studio BB14ON
Studio B;1048743780;1050055440;Studio BB15OFF
Studio B;1050055440;1051138320;Studio BB15ON
Studio B;1050072300;1051137120;Studio BB16OFF
Studio B;1046811780;1046986800;Studio BB9ON
Studio B;1046986800;1047503160;Studio BB9OFF
Studio B;1047503160;1048218360;Studio BB9ON
Studio B;1048218360;1048626360;Studio BB9OFF
Studio B;1048626360;1048628940;Studio BB9ON
Studio B;1048628940;1048712160;Studio BB9OFF
Studio B;1048712160;1048743780;Studio BB9ON
Studio B;1048743780;1048799700;Studio BB9OFF
Studio B;1048799700;1048801680;Studio BB9ON
Studio B;1048801680;1048885500;Studio BB9OFF
Studio B;1048885500;1049921160;Studio BB9ON
Studio B;1049921160;1050004800;Studio BB9OFF
Studio B;1050004800;1050007020;Studio BB9ON
Studio B;1050007020;1050007080;Studio BB9OFF
Studio B;1050007080;1050027300;Studio BB9ON
Studio B;1050027300;1050091380;Studio BB9OFF
Studio B;1050091380;1050440220;Studio BB9ON
Studio B;1050440220;1050523080;Studio BB9OFF
Studio B;1050523080;1051246740;Studio BB9ON
Studio B;1051246740;1051255920;Studio BB9OFF
Studio B;1051255920;1051255980;Studio BB9ON
Studio B;1051255980;1051256700;Studio BB9OFF
Studio B;1051256700;1051260360;Studio BB9ON
Studio B;1051260360;1051260420;Studio BB9OFF
Studio B;1051260420;1051260480;Studio BB9ON
Studio B;1051260480;1051300680;Studio BB9OFF
Studio B;1051300680;1051340760;Studio BB9ON
Studio B;1051340760;1051340820;Studio BB9OFF
Studio B;1051340820;1051342620;Studio BB9ON
Studio B;1051342620;1051343100;Studio BB9OFF
Studio B;1051343100;1051344840;Studio BB9ON
Studio B;1051344840;1051345080;Studio BB9OFF
Studio B;1051345080;1051347840;Studio BB9ON
Studio C;1046659380;1049423220;Studio CC11ON
Studio C;1049423220;1051238520;Studio CC11OFF
Studio C;1047933060;1050027600;Studio CC12ON
Studio C;1050027600;1050287340;Studio CC12OFF
Studio C;1050287340;1051224960;Studio CC12ON
Studio C;1046659380;1049317320;Studio CC13ON
Studio C;1049317320;1051342620;Studio CC13OFF
Studio C;1051342620;1051347900;Studio CC13ON
Studio C;1046659380;1050006720;Studio CC14ON
Studio C;1046659380;1047867720;Studio CC15ON
Studio C;1047867720;1048727460;Studio CC15OFF
Studio C;1048727460;1048743780;Studio CC15ON
Studio C;1048743780;1051238520;Studio CC15OFF
Studio C;1046685600;1047867720;Studio CC16ON
Studio C;1047867720;1049423220;Studio CC16OFF
Studio C;1047932340;1048218360;Studio CC8ON
Studio C;1048218360;1048727400;Studio CC8OFF
Studio C;1048727400;1048743780;Studio CC8ON
Studio C;1048743780;1049030940;Studio CC8OFF
Studio C;1049030940;1049031000;Studio CC8ON
