sid;start_time;end_time;value
(Living Room);3/2/2003 2:40;3/2/2003 2:40;H9
(Superdoc Office);3/2/2003 2:57;3/2/2003 2:57;G11
(Superdoc Office);3/2/2003 3:51;3/2/2003 3:51;G11
(Superdoc Office);3/2/2003 4:06;3/2/2003 4:10;G11
(Superdoc Office);3/2/2003 4:29;3/2/2003 4:43;G11
(Superdoc Office);3/2/2003 4:43;3/2/2003 4:43;G11
(Superdoc Office);3/2/2003 4:46;3/2/2003 4:46;G11
(Living Room);3/2/2003 6:04;3/2/2003 6:04;H9
( );3/20/2003 1:00;3/20/2003 2:15;P15
(Dining Room);3/20/2003 1:01;3/20/2003 2:14;I14
(Dining Room);3/20/2003 1:01;3/20/2003 2:13;I16
(Living Room);3/20/2003 1:01;3/20/2003 2:13;H12
(Studio B);3/20/2003 4:30;4/12/2003 4:54;B12
(Studio B);3/20/2003 4:30;4/24/2003 12:32;B14
(Studio B);3/20/2003 4:30;3/21/2003 4:46;B9
(Studio C);3/20/2003 6:29;4/2/2003 11:02;C13
(Studio D);3/20/2003 7:10;3/21/2003 4:46;D9
(Studio E);3/20/2003 7:10;3/21/2003 4:46;E9
(Dining Room);3/20/2003 7:11;3/20/2003 7:21;I14
(Dining Room);3/20/2003 7:21;3/20/2003 7:37;I11
(Dining Room);3/20/2003 7:21;3/20/2003 7:21;I14
(Dining Room);3/20/2003 7:32;3/20/2003 7:37;I16
(Living Room);3/20/2003 8:19;3/27/2003 6:43;H12
(Living Room);3/20/2003 8:19;3/21/2003 8:01;H9
(Living Room);3/21/2003 6:55;3/21/2003 8:01;H9
(Dining Room);3/21/2003 7:26;3/21/2003 7:27;I14
(Living Room);3/21/2003 8:01;3/21/2003 8:01;H9
(Studio F);3/21/2003 8:06;3/21/2003 8:07;F13
(Studio F);3/21/2003 8:06;3/21/2003 8:06;F14
(Dining Room);3/24/2003 10:09;3/24/2003 10:12;I14
(Studio C);3/24/2003 10:10;3/24/2003 10:45;C9
(Studio A);3/24/2003 10:11;3/24/2003 10:44;A14
(Dining Room);3/24/2003 10:15;3/24/2003 10:25;I14
(Studio E);3/24/2003 10:15;3/24/2003 11:06;E9
(Studio D);3/24/2003 10:16;3/24/2003 11:06;D11
(Studio D);3/24/2003 10:16;3/27/2003 6:42;D9
(Dining Room);3/24/2003 10:27;3/24/2003 10:58;I14
(Dining Room);3/24/2003 10:36;3/24/2003 10:43;I11
(Dining Room);3/24/2003 10:36;3/24/2003 10:43;I16
(Dining Room);3/24/2003 10:51;3/24/2003 10:58;I11
(Dining Room);3/24/2003 10:51;3/24/2003 10:58;I14
(Dining Room);3/25/2003 10:06;3/25/2003 10:08;I14
(Studio B);3/25/2003 10:06;3/25/2003 10:49;B9
(Studio C);3/25/2003 10:06;3/25/2003 10:49;C9
(Dining Room);3/25/2003 10:33;3/25/2003 10:39;I11
(Dining Room);3/25/2003 10:33;3/27/2003 2:10;I16
(Dining Room);3/26/2003 9:56;3/26/2003 9:59;I14
(Studio A);3/26/2003 9:56;3/26/2003 10:37;A14
(Studio B);3/26/2003 9:56;3/27/2003 6:43;B9
(Studio C);3/26/2003 9:56;3/26/2003 10:37;C9
(Dining Room);3/26/2003 10:11;3/26/2003 10:13;I14
(Dining Room);3/26/2003 10:24;3/26/2003 10:30;I11
(Dining Room);3/26/2003 10:24;3/27/2003 2:10;I16
(Living Room);3/27/2003 2:10;3/30/2003 3:28;H11
(Studio B);3/27/2003 2:10;3/27/2003 6:43;B9
(Studio C);3/27/2003 2:10;3/27/2003 6:43;C8
(Studio C);3/27/2003 2:10;3/27/2003 6:43;C9
(Studio E);3/27/2003 2:10;3/27/2003 6:43;E9
(Studio C);3/27/2003 2:11;3/27/2003 6:43;C15
(Studio D);3/27/2003 2:11;3/27/2003 6:42;D9
(Studio A);3/27/2003 3:10;3/27/2003 6:42;A15
(Studio D);3/27/2003 3:10;3/27/2003 6:42;D15
(Studio E);3/27/2003 3:10;3/27/2003 6:43;E15
( );3/27/2003 1:00;3/27/2003 2:15;P15
(Dining Room);3/27/2003 1:01;3/27/2003 1:34;I11
(Living Room);3/27/2003 1:01;3/27/2003 1:33;H13
(Living Room);3/27/2003 1:01;3/27/2003 1:33;H9
(Conference Room);3/27/2003 1:02;3/27/2003 2:55;J10
(Conference Room);3/27/2003 1:02;3/27/2003 1:34;J11
(Living Room);3/27/2003 1:06;3/27/2003 2:09;H12
(Dining Room);3/27/2003 1:07;3/27/2003 10:24;I14
(Dining Room);3/27/2003 1:07;3/27/2003 2:10;I16
(Conference Room);3/27/2003 1:34;3/27/2003 1:34;J11
(Conference Room);3/27/2003 2:54;4/3/2003 9:29;J11
(Studio D);3/27/2003 7:10;3/27/2003 10:58;D9
(Studio E);3/27/2003 7:10;3/27/2003 7:20;E9
(Dining Room);3/27/2003 7:14;3/27/2003 8:49;I11
(Dining Room);3/27/2003 7:14;3/27/2003 7:17;I16
(Dining Room);3/27/2003 8:49;3/27/2003 8:49;I11
(Dining Room);3/27/2003 9:22;3/27/2003 9:22;I11
(Dining Room);3/27/2003 9:29;3/27/2003 9:29;I11
(Dining Room);3/27/2003 10:09;3/27/2003 10:24;I14
(Studio D);3/27/2003 10:09;3/28/2003 10:53;D11
(Studio D);3/27/2003 10:09;3/27/2003 10:58;D9
(Studio E);3/27/2003 10:09;3/27/2003 10:58;E9
(Dining Room);3/27/2003 10:15;3/27/2003 10:24;I14
(Studio B);3/27/2003 10:15;3/27/2003 10:48;B9
(Studio A);3/27/2003 10:17;3/27/2003 10:48;A14
(Dining Room);3/27/2003 10:24;3/27/2003 10:24;I14
(Dining Room);3/27/2003 10:33;3/27/2003 10:43;I11
(Dining Room);3/27/2003 10:33;4/3/2003 1:57;I16
(Dining Room);3/27/2003 10:45;3/27/2003 10:54;I11
(Conference Room);3/28/2003 8:49;4/3/2003 9:29;J11
(Conference Room);3/28/2003 8:49;4/3/2003 1:05;J12
(Dining Room);3/28/2003 10:04;3/28/2003 10:07;I14
(Studio B);3/28/2003 10:05;4/9/2003 10:46;B9
(Studio C);3/28/2003 10:05;3/28/2003 10:42;C9
(Dining Room);3/28/2003 10:15;3/28/2003 10:22;I14
(Studio D);3/28/2003 10:16;3/28/2003 10:53;D11
(Studio D);3/28/2003 10:16;3/28/2003 10:53;D9
(Studio E);3/28/2003 10:16;3/28/2003 10:53;E9
(Dining Room);3/28/2003 10:22;3/28/2003 10:22;I14
(Living Room);3/28/2003 10:29;3/28/2003 10:33;H12
(Living Room);3/28/2003 10:29;3/28/2003 10:33;H9
(Conference Room);3/28/2003 10:30;4/2/2003 11:09;J10
(Conference Room);3/28/2003 10:30;4/3/2003 9:29;J11
(Conference Room);3/28/2003 10:30;4/3/2003 1:05;J12
(Dining Room);3/28/2003 10:31;4/3/2003 1:57;I16
(Conference Room);3/28/2003 10:33;4/2/2003 11:09;J10
(Conference Room);3/28/2003 10:33;4/3/2003 9:29;J11
(Dining Room);3/28/2003 10:46;3/28/2003 10:52;I11
(Dining Room);3/28/2003 10:46;3/28/2003 10:52;I14
(Conference Room);3/3/2003 12:05;3/4/2003 1:02;J12
(Studio C);3/3/2003 3:43;3/3/2003 3:43;C11
(Studio C);3/3/2003 3:43;3/3/2003 3:43;C13
(Studio C);3/3/2003 3:43;3/3/2003 3:43;C14
(Studio C);3/3/2003 3:43;3/17/2003 3:22;C15
( );3/3/2003 10:55;3/3/2003 5:28;P1
(Studio A);3/3/2003 10:59;3/3/2003 10:59;A15
(Studio A);3/3/2003 10:59;4/4/2003 1:13;A16
(Studio C);3/3/2003 11:00;3/3/2003 11:00;C16
(Studio F);3/3/2003 11:00;3/3/2003 11:00;F16
(Living Room);3/3/2003 11:01;3/3/2003 11:01;H9
(Studio E);3/3/2003 11:18;3/3/2003 11:18;E16
(Superdoc Office);3/3/2003 11:23;3/3/2003 11:24;G11
(Superdoc Office);3/3/2003 11:23;3/3/2003 11:24;G12
(Superdoc Office);3/3/2003 11:24;3/25/2003 5:10;G13
(Studio E);3/3/2003 11:33;3/3/2003 11:34;E16
(Studio D);3/3/2003 11:34;4/24/2003 11:54;D16
(Dining Room);3/3/2003 7:01;3/3/2003 7:03;I14
(Studio D);3/3/2003 7:02;3/3/2003 11:11;D9
(Studio E);3/3/2003 7:02;3/12/2003 7:45;E9
(Dining Room);3/3/2003 7:06;3/3/2003 10:41;I11
