sid;start_time;end_time;value
ASL_2006_10_1014;252;268;HITSSN
ASL_2006_10_1014;513;547;HOCKEYXXN
ASL_2006_10_1014;932;985;HOME+WORKflat-OSN
ASL_2006_10_1014;1458;1484;HOUR11N
ASL_2006_10_1014;1599;1618;HOUSEBBN
ASL_2006_10_1014;1896;1922;HURRYU/HU/HN
ASL_2006_10_1014;2164;2200;HURTbent-1bent-1N
ASL_2006_10_1014;2570;2640;ICE-SKATEXXN
ASL_2006_10_1014;776;794;ns-NETHERLANDSB-Lflat-ON
ASL_2006_10_1015;1837;1877;COOK/KITCHENB-LB-LN
ASL_2006_10_1015;2529;2544;FIREDB-LB-LN
ASL_2006_10_1015;348;378;HOMEflat-Oflat-ON
ASL_2006_10_1015;641;681;HOSPITALU/HU/HN
ASL_2006_10_1015;1326;1368;ICE-CREAMSSN
ASL_2006_10_1015;1717;1731;IDEAIIN
ASL_2006_10_1015;774;804;INflat-Oflat-ON
ASL_2006_10_1015;908;941;INCLUDE/INVOLVE5flat-ON
ASL_2006_10_1015;217;265;INCOMPETENT55N
ASL_2006_10_1015;485;543;INCREASEU/HU/HN
ASL_2006_10_1015;1189;1243;ISLAND/INTERESTIIN
ASL_2006_10_1015;2357;2387;JEWISHcrvd-sprd-Bflat-ON
ASL_2006_10_1015;1455;1472;JOINU/HU/HN
ASL_2006_10_1015;1585;1597;KEEPP/KP/KN
ASL_2006_10_1015;2641;2664;KNOW-THATB-Lbent-B-LN
ASL_2006_10_1015;2232;2271;LAWLLN
ASL_2006_10_1015;2762;2794;LEARN5flat-ON
ASL_2006_10_1016;900;916;BORROWP/KP/KN
ASL_2006_10_1016;1534;1577;EAT+NOONflat-OBN
ASL_2006_10_1016;367;415;KNOW-NOTHINGOON
ASL_2006_10_1016;642;661;LATEB-LB-LN
ASL_2006_10_1016;1024;1070;LAZYLLN
ASL_2006_10_1016;236;253;LEAVE-THERE55N
ASL_2006_10_1016;1663;1686;LEFTLLN
ASL_2006_10_1016;505;521;LETTER/MAIL1010N
ASL_2006_10_1016;1156;1169;LOSE-COMPETITIONV/2V/2N
ASL_2006_10_1016;1794;1814;MAKESSN
ASL_2006_10_1016;2025;2042;MARRYcrvd-Bcrvd-BN
ASL_2006_10_1016;1402;1452;NOISE+RUMBLE5SN
ASL_2006_10_1016;1907;1942;SEE-SEEV/2V/2N
ASL_2006_10_1017;2569;2620;(1h)AREA55N
ASL_2006_10_1017;2189;2235;FIGURE-OUTP/KP/KN
ASL_2006_10_1017;2316;2331;LIKEopen-88N
ASL_2006_10_1017;741;763;LIVE1010N
ASL_2006_10_1017;2689;2723;MEATopen-8open-8N
ASL_2006_10_1017;2448;2479;SIZEYYN
ASL_2006_10_1018;1089;1103;(2h)alt.ANGRY5-C-L5-C-LN
ASL_2006_10_1018;2044;2070;DEVIL/MISCHIEVOUS3crvd-3N
ASL_2006_10_1018;2428;2433;DISAPPOINT11N
ASL_2006_10_1018;405;415;LOOKV/2V/2N
ASL_2006_10_1018;686;700;LOUSY33N
ASL_2006_10_1018;2303;2322;MACHINE5-C-L5-C-LN
ASL_2006_10_1018;273;310;MEDICINE2525N
ASL_2006_10_1018;544;555;MEET11N
ASL_2006_10_1018;821;842;MEETINGcrvd-sprd-Bflat-ON
ASL_2006_10_1018;1376;1403;METALXXN
ASL_2006_10_1018;1782;1802;MILKcrvd-sprd-BSN
ASL_2006_10_1018;952;969;MINUTE11N
ASL_2006_10_1018;2688;2704;MISS/ASSUMEcrvd-5SN
ASL_2006_10_1018;1240;1264;MONEYflat-Oflat-ON
ASL_2006_10_1018;1648;1668;MOREflat-Oflat-ON
ASL_2006_10_1018;1904;1920;MORNINGBBN
ASL_2006_10_1018;2167;2186;MOST1010N
ASL_2006_10_1018;2554;2600;MOVIE55N
ASL_2006_10_1018;2805;2829;OF-COURSEU/HU/HN
ASL_2006_10_1018;1509;1524;ONE-MONTH11N
ASL_2006_10_1019;1929;1933;#NOU-Lflat-O/2N
ASL_2006_10_1019;2164;2176;FAT55N
ASL_2006_10_1019;2687;2709;MILLIONbent-B-Lbent-B-LN
ASL_2006_10_1019;393;434;MONDAYMMN
ASL_2006_10_1019;660;680;MOTHER55N
ASL_2006_10_1019;1040;1049;MUSTXXN
ASL_2006_10_1019;256;278;NEARbent-B-Lbent-B-LN
ASL_2006_10_1019;521;564;NERVOUS55N
ASL_2006_10_1019;1676;1702;NEVERBBN
ASL_2006_10_1019;776;815;NEWbent-B-Lbent-B-LN
ASL_2006_10_1019;1416;1438;NICE/CLEANB-LB-LN
ASL_2006_10_1019;2285;2307;NORTHbent-Nbent-NN
ASL_2006_10_1019;2574;2586;NOT1010N
ASL_2006_10_1019;2053;2075;NURSEU/HU/HN
ASL_2006_10_1019;1540;1568;OF-COURSEU/HU/HN
ASL_2006_10_1019;1162;1185;PRINTLflat-GN
ASL_2006_10_1019;1283;1325;SHOULDXXN
ASL_2006_10_1019;2438;2494;WATER+OCEANW5N
ASL_2006_10_1019;916;931;ns-NEW-YORKYYN
ASL_2006_10_102;396;416;#ALLALN
ASL_2006_10_102;660;680;#CLUBCBN
ASL_2006_10_102;1090;1103;#JOB1BN
ASL_2006_10_102;272;283;ACCEPT5flat-ON
ASL_2006_10_102;519;562;ACCIDENT5SN
ASL_2006_10_102;951;974;ADVISE/INFLUENCEflat-Ocrvd-sprd-BN
ASL_2006_10_102;1235;1264;AFTERNOONBBY
ASL_2006_10_102;1507;1524;AGAINbent-B-Lbent-B-LN
ASL_2006_10_102;1652;1692;AGAINSTBBN
ASL_2006_10_102;1944;1968;AGREE11N
ASL_2006_10_102;1795;1821;AIRPLANEI-L-YI-L-YN
ASL_2006_10_102;2222;2254;ALLB-LB-LN
ASL_2006_10_102;2365;2396;ALL-RIGHTB-LB-LN
ASL_2006_10_102;2076;2120;ALONE11N
ASL_2006_10_102;2630;2647;ANSWER11N
ASL_2006_10_102;2507;2522;ANYAAN
ASL_2006_10_102;2754;2775;APPLESSN
ASL_2006_10_102;2878;2906;APPOINTMENT5SN
ASL_2006_10_102;1367;1385;FEWA4N
ASL_2006_10_102;792;812;TAKE-UP5SN
ASL_2006_10_1020;839;874;BILL/OWE-1p11N
ASL_2006_10_1020;2366;2398;MOTHER+FATHER55N
ASL_2006_10_1020;376;408;NOT-YETB-LB-LN
ASL_2006_10_1020;714;763;OH-I-SEEIIN
ASL_2006_10_1020;1095;1125;OLDCSN
ASL_2006_10_1020;1338;1366;ONE11N
ASL_2006_10_1020;236;263;OPPOSITE11N
ASL_2006_10_1020;1718;1738;ORANGECSN
ASL_2006_10_1020;963;1022;PAINTbent-B-LB-LN
ASL_2006_10_1020;1210;1248;PAPER55N
ASL_2006_10_1020;1446;1492;PARTYYYN
ASL_2006_10_1020;1591;1606;PASS1010N
ASL_2006_10_1020;1854;1863;PAY11N
ASL_2006_10_1020;2627;2660;PEACHcrvd-sprd-Bflat-ON
ASL_2006_10_1020;2103;2135;PENCILbaby-Obaby-ON
ASL_2006_10_1020;2231;2285;PEOPLEP/KP/KN
ASL_2006_10_1020;2752;2759;PERMITP/KP/KN
ASL_2006_10_1020;1980;1996;POSS-1pB-LB-LN
ASL_2006_10_1020;562;619;REGULAR11N
ASL_2006_10_1021;2237;2252;BEAUTIFUL5flat-ON
ASL_2006_10_1021;1868;1897;COPCCN
ASL_2006_10_1021;766;778;DISHcrvd-Lcrvd-LN
ASL_2006_10_1021;632;659;PERCENTOON
ASL_2006_10_1021;239;265;PLACEP/KP/KN
ASL_2006_10_1021;495;519;PLANB-LB-LN
ASL_2006_10_1021;884;932;PLAYYYN
ASL_2006_10_1021;1624;1661;PLEASE/(1h)ENJOYB-LB-LN
ASL_2006_10_1021;1152;1173;PLENTY55N
ASL_2006_10_1021;1381;1394;PLUS11N
ASL_2006_10_1021;1501;1531;POSTPONEF/9F/9N
ASL_2006_10_1021;1748;1772;POTATOcrvd-Vcrvd-VN
ASL_2006_10_1021;1985;2033;PRACTICE1010N
ASL_2006_10_1021;2120;2138;PRESIDENT5-C-ttSN
ASL_2006_10_1021;2354;2382;PRESSURE55N
ASL_2006_10_1021;2595;2617;PRINCIPALP/KP/KN
ASL_2006_10_1021;2476;2506;PROUD1010N
ASL_2006_10_1021;1267;1287;TAKE-PILLcocked-S1N
ASL_2006_10_1021;369;395;ns-PEPSIIIN
ASL_2006_10_1021;1014;1033;ns-PHILADELPHIAP/KP/KN
ASL_2006_10_1022;1474;1508;COMPETITION1010N
ASL_2006_10_1022;2474;2504;HEARING11N
ASL_2006_10_1022;2077;2110;INSTEADF/9F/9N
ASL_2006_10_1022;2333;2364;INSTITUTEIIN
ASL_2006_10_1022;206;238;PROBLEMcrvd-Vcrvd-VN
ASL_2006_10_1022;472;490;PROMISEL5N
ASL_2006_10_1022;722;739;PUSH55N
ASL_2006_10_1022;860;902;QUIETBBN
ASL_2006_10_1022;1104;1120;QUITU/HU/HN
ASL_2006_10_1022;1350;1376;RABBICCN
ASL_2006_10_1022;1710;1724;READYRRN
ASL_2006_10_1022;342;350;REALLY11N
ASL_2006_10_1022;595;638;RECENT-PAST1XN
ASL_2006_10_1022;1949;1976;REMEMBER1010N
ASL_2006_10_1022;983;1016;RESTAURANTRRN
ASL_2006_10_1022;2573;2584;RETIRER-LRN
ASL_2006_10_1022;1598;1612;RIGHTRRN
ASL_2006_10_1022;1825;1870;SAMEYYN
ASL_2006_10_1022;2202;2250;SATURDAYSSN
ASL_2006_10_1022;1234;1272;TOILETTTN
ASL_2006_10_1024;2306;2319;AFRAIDS5N
ASL_2006_10_1024;202;208;CORRECT11N
ASL_2006_10_1024;2435;2441;REALLY11N
ASL_2006_10_1024;701;720;RULERRN
ASL_2006_10_1024;831;871;RUNL-XL-XN
ASL_2006_10_1024;1080;1093;RUN-OUT5SN
ASL_2006_10_1024;1333;1348;SAD55N
ASL_2006_10_1024;1460;1517;SALADcrvd-5crvd-5N
ASL_2006_10_1024;1714;1744;SANDWICHbent-B-Lbent-B-LN
ASL_2006_10_1024;1942;1949;SATISFIEDBBN
ASL_2006_10_1024;2067;2092;SAVEV/2V/2N
ASL_2006_10_1024;2555;2580;SCHOOLB-LB-LN
ASL_2006_10_1024;317;340;SECRETAAN
ASL_2006_10_1024;582;600;SEEV/2V/2N
ASL_2006_10_1024;955;984;SEEMbent-B-Lbent-B-LN
ASL_2006_10_1024;1205;1225;SEND/MAILS5N
ASL_2006_10_1024;1598;1616;SHYbent-B-Lbent-B-LN
ASL_2006_10_1024;1833;1856;SILLYYYN
ASL_2006_10_1024;2193;2217;SMOKEP/KP/KN
ASL_2006_10_1024;434;494;WATER+RIVERWB-LN
ASL_2006_10_1025;2276;2287;(1h)SCREAM5-C5-CN
ASL_2006_10_1025;485;517;(U)SECRETARYU/HU/HN
ASL_2006_10_1025;1527;1567;GIRL+CORRECT10LN
ASL_2006_10_1025;2394;2424;GROWflat-O5N
ASL_2006_10_1025;206;253;SCIENCE1010N
ASL_2006_10_1025;762;776;SEPARATEbent-B-L10N
ASL_2006_10_1025;1146;1186;SIGN11N
ASL_2006_10_1025;1794;1808;SKILLbent-B-LAN
ASL_2006_10_1025;2018;2056;SLOW55N
ASL_2006_10_1025;2637;2667;STAND-UPV/2V/2N
ASL_2006_10_1025;352;385;TASTE2525N
ASL_2006_10_1025;633;658;UNCLEU/HU/HN
ASL_2006_10_1025;1401;1423;UP-TO-NOW11N
ASL_2006_10_1025;1001;1042;UPSETB-LB-LN
ASL_2006_10_1025;1284;1322;WATERWWN
ASL_2006_10_1025;1647;1696;WONDER11N
ASL_2006_10_1025;1886;1917;WRONGYYN
ASL_2006_10_1025;2523;2553;YELLOWYYN
ASL_2006_10_103;2219;2273;ACTIONcrvd-5crvd-5N
ASL_2006_10_103;495;557;AROUND55N
ASL_2006_10_103;649;669;ARTICLEcrvd-Lcrvd-LN
ASL_2006_10_103;775;786;ASKS1N
ASL_2006_10_103;1445;1465;AUNTAAN
ASL_2006_10_103;1026;1089;AWKWARD33N
ASL_2006_10_103;2096;2115;BADB-LB-LN
ASL_2006_10_103;1314;1337;BASEBALLX-over-thumbX-over-thumbN
ASL_2006_10_103;1568;1593;BASKETBALLcrvd-5crvd-5N
ASL_2006_10_103;1979;2002;BECOMEB-LB-LN
ASL_2006_10_103;2740;2774;BEERBBN
ASL_2006_10_103;2603;2636;BREADbent-B-Lbent-B-LN
ASL_2006_10_103;2857;2900;EAT+MORNINGflat-OB-LN
ASL_2006_10_103;1714;1740;ELECTRICXXN
ASL_2006_10_103;2347;2389;THINK+MARRYLcrvd-BN
ASL_2006_10_103;1173;1201;ns-ATLANTAAAN
ASL_2006_10_103;2476;2505;ns-BALTIMOREBBN
ASL_2006_10_104;761;795;BIRDLflat-GN
ASL_2006_10_104;1154;1185;BLUEBBN
ASL_2006_10_104;1411;1425;BORE11N
ASL_2006_10_104;1790;1809;BOSS5-C5-CN
ASL_2006_10_104;2434;2466;BOWLINGcrvd-5crvd-5N
ASL_2006_10_104;626;666;BOY_2+CORRECTALN
ASL_2006_10_104;346;369;BRIDGEcrvd-Vcrvd-VY
ASL_2006_10_104;2707;2727;BROWNB-xdB-xdN
ASL_2006_10_104;873;924;BUILDB-Lbent-B-LN
ASL_2006_10_104;1021;1075;BUSYB-xdB-xdN
ASL_2006_10_104;1282;1303;BUYflat-Oflat-ON
ASL_2006_10_104;1539;1569;CAMPI-L-YYN
ASL_2006_10_104;1669;1682;CANSSN
ASL_2006_10_104;1906;1921;CANNOT11N
ASL_2006_10_104;2282;2327;CAREP/KP/KN
ASL_2006_10_104;2566;2586;CENTERB-Lbent-B-LN
ASL_2006_10_104;2815;2857;CHATcrvd-5crvd-5N
ASL_2006_10_104;487;505;PATIENTAAN
ASL_2006_10_104;2159;2190;SENTENCEF/9F/9N
ASL_2006_10_104;2036;2082;ns-BOSTONBBN
ASL_2006_10_105;760;775;BEANSLbaby-ON
ASL_2006_10_105;630;647;CALL-BY-PHONEYYN
ASL_2006_10_105;1034;1058;CANDY11N
ASL_2006_10_105;1315;1344;CATopen-FF/9N
ASL_2006_10_105;227;247;CHEAPBBN
ASL_2006_10_105;500;526;CHEAT33N
ASL_2006_10_105;890;926;CHEESE55N
ASL_2006_10_105;1165;1212;CHEMISTRYCCN
ASL_2006_10_105;1989;2012;CHRISTMASCCN
ASL_2006_10_105;1442;1467;CHURCHCCN
ASL_2006_10_105;1860;1874;CLASScrvd-5crvd-5N
ASL_2006_10_105;2249;2271;COAT1010N
ASL_2006_10_105;2524;2580;COFFEESSN
ASL_2006_10_105;2770;2800;COLLEGEB-LB-LN
ASL_2006_10_105;2654;2671;COME-ONB-Lbent-B-LN
ASL_2006_10_105;357;385;GOLD/ns-CALIFORNIAI-L-YYN
ASL_2006_10_105;2117;2154;NICE/CLEANB-LB-LN
ASL_2006_10_105;1714;1735;ns-CHICAGOCCN
ASL_2006_10_105;2388;2406;ns-COKELLN
ASL_2006_10_106;215;250;COMPUTERCCY
ASL_2006_10_106;470;482;CONFLICT/INTERSECTION11N
ASL_2006_10_106;764;791;COOKINGB-LB-LN
ASL_2006_10_106;910;922;COPYcrvd-sprd-Bflat-ON
ASL_2006_10_106;342;372;COUGHSSN
ASL_2006_10_106;1424;1443;COURSECCN
ASL_2006_10_106;1555;1600;COURTF/9F/9N
ASL_2006_10_106;1040;1066;COWYYN
ASL_2006_10_106;1295;1333;CRAZY11N
ASL_2006_10_106;1819;1844;CRUELcrvd-510N
ASL_2006_10_106;2085;2106;CUPCCN
ASL_2006_10_106;1696;1716;CUTEbent-U-L10N
ASL_2006_10_106;2230;2268;DANCEV/2V/2N
ASL_2006_10_106;2495;2513;DARKB-LB-LN
ASL_2006_10_106;2750;2767;DAUGHTERBBN
ASL_2006_10_106;1950;1967;DEAF11N
ASL_2006_10_106;2369;2384;DELICIOUS88N
ASL_2006_10_106;626;654;MALE-COUSINCCN
ASL_2006_10_106;1166;1179;PRICEXXN
ASL_2006_10_106;2624;2648;ns-DETROITDDN
ASL_2006_10_107;640;662;#DOGDG/QN
ASL_2006_10_107;246;289;DECREASEbent-Nbent-NN
ASL_2006_10_107;514;528;DEPOSIT1010N
ASL_2006_10_107;760;792;DEPRESS2525N
ASL_2006_10_107;886;917;DESTROY5AN
ASL_2006_10_107;394;427;DIRTY55N
ASL_2006_10_107;1567;1580;DISAPPEAR1SN
ASL_2006_10_107;1824;1850;DISCUSS11N
ASL_2006_10_107;2124;2134;DIVORCEDDN
ASL_2006_10_107;2256;2283;DOCTORbent-Bbent-BN
ASL_2006_10_107;2779;2817;DOORBBN
ASL_2006_10_107;1968;1983;DOWN11N
ASL_2006_10_107;2397;2405;DRINKCCN
ASL_2006_10_107;2651;2670;DRUNK1010N
ASL_2006_10_107;1160;1212;EAT+NIGHTObent-B-LN
ASL_2006_10_107;1031;1066;KNOW+(1h)NEGB-LB-LN
ASL_2006_10_107;1300;1350;LIKE+(1h)NEGopen-85N
ASL_2006_10_107;1696;1713;NOT-MIND11N
ASL_2006_10_107;1423;1452;THINK+OPPOSITE11N
ASL_2006_10_107;2512;2553;WANT+NEG55N
ASL_2006_10_108;1467;1481;BIG-HEADEDL-XL-XN
ASL_2006_10_108;243;258;DRESS/CLOTHES55N
ASL_2006_10_108;360;416;DRY1XN
ASL_2006_10_108;775;820;EARTHopen-8open-8N
ASL_2006_10_108;1055;1071;EASTEEN
ASL_2006_10_108;1340;1364;EASTEREEN
ASL_2006_10_108;909;967;EASYB-Lbent-B-LN
ASL_2006_10_108;1742;1776;EATflat-Oflat-ON
ASL_2006_10_108;1200;1215;EGGU/HU/HN
ASL_2006_10_108;1596;1655;ELEVATOREEN
ASL_2006_10_108;1860;1914;EMBARRASS55N
ASL_2006_10_108;500;517;EMPTY/EARLY2525N
ASL_2006_10_108;2318;2352;ENOUGH55N
ASL_2006_10_108;2584;2607;ENTERB-xdB-xdN
ASL_2006_10_108;2460;2503;EVERYDAY1010N
ASL_2006_10_108;2846;2904;EXAGGERATESSN
ASL_2006_10_108;2725;2755;EXPERIENCE5flat-ON
ASL_2006_10_108;632;652;STUPIDSSN
ASL_2006_10_108;2151;2165;ns-ENGLAND/ENGLISHCCN
ASL_2006_10_108;2007;2058;ns-EUROPEEEN
ASL_2006_10_109;320;361;(1)FAR11N
ASL_2006_10_109;168;205;EXCITED2525N
ASL_2006_10_109;482;513;EXCUSEbent-B-Lbent-B-LN
ASL_2006_10_109;935;962;EXPENSIVEflat-O5N
ASL_2006_10_109;1209;1264;EXPLAINF/9F/9N
ASL_2006_10_109;1472;1490;FALLV/2V/2N
ASL_2006_10_109;1602;1634;FAMILYF/9F/9N
ASL_2006_10_109;1895;1923;FAR1010N
ASL_2006_10_109;2167;2180;FASTX-over-thumb10N
ASL_2006_10_109;1084;1116;FATHER55N
ASL_2006_10_109;1354;1376;FEEDflat-Oflat-ON
ASL_2006_10_109;1746;1774;FEEL2525N
ASL_2006_10_109;2287;2301;FINALLY11N
ASL_2006_10_109;2035;2050;FIND/FIND-OUTopen-88N
ASL_2006_10_109;2444;2469;FINE55N
ASL_2006_10_109;2708;2750;FINGERSPELL55N
ASL_2006_10_109;2579;2595;FIREDB-LB-LN
ASL_2006_10_109;2834;2844;FIRST-IN-LIST11N
ASL_2006_10_109;630;658;FUTUREB-LB-LN
ASL_2006_10_109;791;836;WORK-OUTSSN
ASL_2007_05_2410;441;522;COMPUTERCCY
ASL_2007_05_2410;699;745;CONFLICT/INTERSECTION11N
ASL_2007_05_2410;955;1009;COOKINGB-LB-LN
ASL_2007_05_2410;1086;1150;COPYcrvd-sprd-Bflat-ON
ASL_2007_05_2410;576;638;COUGHSSN
ASL_2007_05_2410;1834;1902;COURTF/9F/9N
ASL_2007_05_2410;836;882;COUSINCCN
ASL_2007_05_2410;1236;1277;COWYYN
ASL_2007_05_2410;1493;1564;CRAZY55N
ASL_2007_05_2410;2113;2154;CRUEL510N
ASL_2007_05_2410;2402;2468;CUPCCN
ASL_2007_05_2410;1977;2032;CUTEU-LSN
ASL_2007_05_2410;2550;2617;DANCEV/2V/2N
ASL_2007_05_2410;2831;2886;DARKB-LB-LN
ASL_2007_05_2410;3110;3151;DAUGHTERB-xdB-xdN
ASL_2007_05_2410;2264;2318;DEAF11N
ASL_2007_05_2410;2688;2738;DELICIOUS88N
ASL_2007_05_2410;1370;1408;PRICEXXN
ASL_2007_05_2410;1667;1720;RIVERB-xdB-xdN
ASL_2007_05_2410;2968;3016;ns-DETROITDDN
ASL_2007_05_2411;675;735;#DOGDG/QN
ASL_2007_05_2411;542;586;DEPOSITAAN
ASL_2007_05_2411;802;836;DEPRESS2525N
ASL_2007_05_2411;937;981;DESTROYcrvd-5AN
ASL_2007_05_2411;419;460;DIRTY55N
ASL_2007_05_2411;1953;2041;DISCUSS11N
ASL_2007_05_2411;2276;2320;DIVORCEDDN
ASL_2007_05_2411;2412;2465;DOCTORbent-B-Lbent-B-LN
ASL_2007_05_2411;2980;3057;DOORB-xdB-xdN
ASL_2007_05_2411;2131;2167;DOWN11N
ASL_2007_05_2411;2578;2622;DRINKCCN
ASL_2007_05_2411;2851;2881;DRUNK1010N
ASL_2007_05_2411;1215;1271;EAT+NIGHTflat-Obent-B-LN
ASL_2007_05_2411;1660;1695;GONEcrvd-sprd-Bflat-ON
ASL_2007_05_2411;1086;1127;KNOW+(1h)NEGB-LB-LN
ASL_2007_05_2411;278;321;LESSbent-Bbent-BN
ASL_2007_05_2411;1354;1414;LIKE+(1h)NEGopen-85N
ASL_2007_05_2411;1814;1853;NOT-MIND11N
ASL_2007_05_2411;1492;1540;THINK+OPPOSITE11N
ASL_2007_05_2411;2712;2758;WANT+NEG55N
ASL_2007_05_2412;1391;1433;BIG-HEADEDL-XL-XN
ASL_2007_05_2412;192;231;DRESS/CLOTHES55N
ASL_2007_05_2412;323;380;DRY1XN
ASL_2007_05_2412;707;775;EARTHopen-8open-8N
ASL_2007_05_2412;1000;1042;EASTEEN
ASL_2007_05_2412;854;923;EASYB-LB-LN
